year,doy,time,precip
2005,139,2230,0
2005,139,2300,0
2005,139,2330,0
2005,140,0,0
2005,140,30,0
2005,140,100,0
2005,140,130,0
2005,140,200,0
2005,140,230,0
2005,140,300,0
2005,140,330,0
2005,140,400,0
2005,140,430,0
2005,140,500,0
2005,140,530,0
2005,140,600,0
2005,140,630,0
2005,140,700,0
2005,140,730,0
2005,140,800,0
2005,140,830,0
2005,140,900,0
2005,140,930,0
2005,140,1000,0
2005,140,1030,0
2005,238,1000,0
2005,238,1030,0
2005,238,1100,0
2005,238,1130,0
2005,238,1200,0
2005,238,1230,0
2005,238,1300,0
2005,238,1330,0
2005,238,1400,0
2005,238,1430,0
2005,238,1500,0
2005,238,1530,0
2005,238,1600,0
2005,238,1630,0
2005,238,1700,0
2005,238,1730,0
2005,238,1800,0
2005,238,1830,0
2005,238,1900,0
2005,238,1930,0
2005,238,2000,0
2005,238,2030,0
2005,238,2100,0
2005,238,2130,0
2005,238,2200,0
2005,238,2230,0
2005,238,2300,0
2005,238,2330,0
2005,239,0,0
2005,239,30,0
2005,239,100,0
2005,239,130,0
2005,239,200,0
2005,239,230,0
2005,239,300,0
2005,239,330,0
2005,239,400,0
2005,239,430,0
2005,239,500,0
2005,239,530,0
2005,239,600,0
2005,239,630,0
2005,239,700,0
2005,239,730,0
2005,239,800,0
2005,239,830,0
2005,239,900,0
2005,239,930,0
2005,239,1000,0
2005,239,1030,0
2005,239,1100,0
2005,239,1130,0
2005,239,1200,0
2005,239,1230,0
2005,239,1300,0
2005,239,1330,0
2005,239,1400,0
2005,239,1430,0
2005,239,1500,0
2005,239,1530,0
2005,239,1600,0
2005,239,1630,0
2005,239,1700,0
2005,239,1730,0
2005,239,1800,0
2005,239,1830,0
2005,239,1900,0
2005,239,1930,0
2005,239,2000,0
2005,239,2030,0
2005,239,2100,0
2005,239,2130,0
2005,239,2200,0
2005,239,2230,0
2005,239,2300,0
2005,239,2330,0
2005,240,0,0
2005,240,30,0
2005,240,100,0
2005,240,130,0
2005,240,200,0
2005,240,230,0
2005,240,300,0
2005,240,330,0
2005,240,400,0
2005,240,430,0
2005,240,500,0
2005,240,530,0
2005,240,600,0
2005,240,630,0
2005,240,700,0
2005,240,730,0
2005,240,800,0
2005,240,830,0
2005,240,900,0
2005,240,930,0
2005,240,1000,0
2005,240,1030,0.4
2005,240,1100,1.1
2005,240,1130,0.2
2005,240,1200,0.5
2005,240,1230,0.1
2005,240,1300,0
2005,240,1330,0
2005,240,1400,0
2005,240,1430,0
2005,240,1500,0
2005,240,1530,0
2005,240,1600,0
2005,240,1630,0
2005,240,1700,0
2005,240,1730,0
2005,240,1800,0
2005,240,1830,0
2005,240,1900,0
2005,240,1930,0
2005,240,2000,0
2005,240,2030,0
2005,240,2100,0
2005,240,2130,0
2005,240,2200,0
2005,240,2230,0
2005,240,2300,0
2005,240,2330,0
2005,241,0,0
2005,241,30,0
2005,241,100,0
2005,241,130,0
2005,241,200,0
2005,241,230,0
2005,241,300,0
2005,241,330,0
2005,241,400,0
2005,241,430,0
2005,241,500,0
2005,241,530,0
2005,241,600,0
2005,241,630,0
2005,241,700,0
2005,241,730,0
2005,241,800,0
2005,241,830,0
2005,241,900,0
2005,241,930,0
2005,241,1000,0
2005,241,1030,0
2005,241,1100,0
2005,241,1130,0
2005,241,1200,0
2005,241,1230,0
2005,241,1300,0
2005,241,1330,0
2005,241,1400,0
2005,241,1430,0
2005,241,1500,0
2005,241,1530,6.8
2005,241,1600,6.8
2005,241,1630,0
2005,241,1700,0
2005,241,1730,0
2005,241,1800,0
2005,241,1830,0
2005,241,1900,0
2005,241,1930,0
2005,241,2000,0
2005,241,2030,0
2005,241,2100,0
2005,241,2130,0
2005,241,2200,0
2005,241,2230,0
2005,241,2300,0
2005,241,2330,0
2005,242,0,0
2005,242,30,0
2005,242,100,0
2005,242,130,0
2005,242,200,0
2005,242,230,0
2005,242,300,0
2005,242,330,0
2005,242,400,0
2005,242,430,0
2005,242,500,0
2005,242,530,0
2005,242,600,0
2005,242,630,0
2005,242,700,0
2005,242,730,0.1
2005,242,800,0
2005,242,830,0
2005,242,900,0
2005,242,930,0
2005,242,1000,0
2005,242,1030,0
2005,242,1100,0
2005,242,1130,0
2005,242,1200,0
2005,242,1230,0
2005,242,1300,0
2005,242,1330,0
2005,242,1400,0
2005,242,1430,0
2005,242,1500,0
2005,242,1530,0
2005,242,1600,0
2005,242,1630,0
2005,242,1700,0
2005,242,1730,0
2005,242,1800,0
2005,242,1830,0
2005,242,1900,0.2
2005,242,1930,0
2005,242,2000,1.5
2005,242,2030,10.2
2005,242,2100,0.2
2005,242,2130,0
2005,242,2200,0
2005,242,2230,0
2005,242,2300,0
2005,242,2330,0
2005,243,0,0
2005,243,30,0
2005,243,100,0
2005,243,130,0
2005,243,200,0
2005,243,230,0
2005,243,300,0
2005,243,330,0
2005,243,400,0
2005,243,430,0
2005,243,500,0
2005,243,530,0
2005,243,600,0
2005,243,630,0
2005,243,700,0.4
2005,243,730,0.2
2005,243,800,0.5
2005,243,830,0.6
2005,243,900,0.3
2005,243,930,0.2
2005,243,1000,0.8
2005,243,1030,1.9
2005,243,1100,1.7
2005,243,1130,1.9
2005,243,1200,3
2005,243,1230,3.2
2005,243,1300,1.9
2005,243,1330,3
2005,243,1400,5.6
2005,243,1430,6
2005,243,1500,4.7
2005,243,1530,3.8
2005,243,1600,4.7
2005,243,1630,0.9
2005,243,1700,1.4
2005,243,1730,0.9
2005,243,1800,1.6
2005,243,1830,2.1
2005,243,1900,1.7
2005,243,1930,1.9
2005,243,2000,0.4
2005,243,2030,0.1
2005,243,2100,0
2005,243,2130,0
2005,243,2200,0
2005,243,2230,0
2005,243,2300,0
2005,243,2330,0.1
2005,244,0,0
2005,244,30,0
2005,244,100,0
2005,244,130,0
2005,244,200,0
2005,244,230,0
2005,244,300,0
2005,244,330,0
2005,244,400,0
2005,244,430,0
2005,244,500,0
2005,244,530,0
2005,244,600,0
2005,244,630,0
2005,244,700,0
2005,244,730,0
2005,244,800,0
2005,244,830,0
2005,244,900,0
2005,244,930,0
2005,244,1000,0
2005,244,1030,0
2005,244,1100,0
2005,244,1130,0
2005,244,1200,0
2005,244,1230,0
2005,244,1300,0
2005,244,1330,0
2005,244,1400,0
2005,244,1430,0
2005,244,1500,0
2005,244,1530,0
2005,244,1600,0
2005,244,1630,0
2005,244,1700,0
2005,244,1730,0
2005,244,1800,0
2005,244,1830,0
2005,244,1900,0
2005,244,1930,0
2005,244,2000,0
2005,244,2030,0
2005,244,2100,0
2005,244,2130,0
2005,244,2200,0
2005,244,2230,0
2005,244,2300,0
2005,244,2330,0
2005,245,0,0
2005,245,30,0
2005,245,100,0
2005,245,130,0
2005,245,200,0
2005,245,230,0
2005,245,300,0
2005,245,330,0
2005,245,400,0
2005,245,430,0
2005,245,500,0
2005,245,530,0
2005,245,600,0
2005,245,630,0
2005,245,700,0
2005,245,730,0
2005,245,800,0
2005,245,830,0
2005,245,900,0
2005,245,930,0
2005,245,1000,0
2005,245,1030,0
2005,245,1100,0
2005,245,1130,0
2005,245,1200,0
2005,245,1230,0
2005,245,1300,0
2005,245,1330,0
2005,245,1400,0
2005,245,1430,0
2005,245,1500,0
2005,245,1530,0
2005,245,1600,0
2005,245,1630,0
2005,245,1700,0
2005,245,1730,0
2005,245,1800,0
2005,245,1830,3.8
2005,245,1900,0.4
2005,245,1930,0
2005,245,2000,0
2005,245,2030,0
2005,245,2100,0
2005,245,2130,0
2005,245,2200,0
2005,245,2230,0.1
2005,245,2300,0
2005,245,2330,0
2005,246,0,0
2005,246,30,0
2005,246,100,0
2005,246,130,0
2005,246,200,0
2005,246,230,0
2005,246,300,0
2005,246,330,0
2005,246,400,0
2005,246,430,0
2005,246,500,0
2005,246,530,0
2005,246,600,0
2005,246,630,0
2005,246,700,0
2005,246,730,0
2005,246,800,0
2005,246,830,0
2005,246,900,0
2005,246,930,0
2005,246,1000,0
2005,246,1030,0
2005,246,1100,0
2005,246,1130,0
2005,246,1200,0
2005,246,1230,0
2005,246,1300,0
2005,246,1330,0
2005,246,1400,0
2005,246,1430,0
2005,246,1500,0
2005,246,1530,0
2005,246,1600,0
2005,246,1630,0
2005,246,1700,0
2005,246,1730,0
2005,246,1800,0
2005,246,1830,0
2005,246,1900,0
2005,246,1930,0
2005,246,2000,0
2005,246,2030,0
2005,246,2100,0
2005,246,2130,0
2005,246,2200,0
2005,246,2230,0
2005,246,2300,0
2005,246,2330,0
2005,247,0,0
2005,247,30,0
2005,247,100,0
2005,247,130,0
2005,247,200,0
2005,247,230,0
2005,247,300,0
2005,247,330,0
2005,247,400,0
2005,247,430,0
2005,247,500,0
2005,247,530,0
2005,247,600,0
2005,247,630,0
2005,247,700,0
2005,247,730,0
2005,247,800,0
2005,247,830,0
2005,247,900,0
2005,247,930,0
2005,247,1000,0
2005,247,1030,0
2005,247,1100,0
2005,247,1130,0
2005,247,1200,0
2005,247,1230,0
2005,247,1300,0
2005,247,1330,0
2005,247,1400,0
2005,247,1430,0
2005,247,1500,0
2005,247,1530,0
2005,247,1600,0
2005,247,1630,0
2005,247,1700,0
2005,247,1730,0
2005,247,1800,0
2005,247,1830,0
2005,247,1900,0
2005,247,1930,0
2005,247,2000,0
2005,247,2030,0
2005,247,2100,0
2005,247,2130,0
2005,247,2200,0
2005,247,2230,0
2005,247,2300,0
2005,247,2330,0
2005,248,0,0
2005,248,30,0
2005,248,100,0
2005,248,130,0
2005,248,200,0
2005,248,230,0
2005,248,300,0
2005,248,330,0
2005,248,400,0
2005,248,430,0
2005,248,500,0
2005,248,530,0
2005,248,600,0
2005,248,630,0
2005,248,700,0
2005,248,730,0
2005,248,800,0
2005,248,830,0
2005,248,900,0
2005,248,930,0
2005,248,1000,0
2005,248,1030,0
2005,248,1100,0
2005,248,1130,0
2005,248,1200,0
2005,248,1230,0
2005,248,1300,0
2005,248,1330,0
2005,248,1400,0
2005,248,1430,0
2005,248,1500,0
2005,248,1530,0
2005,248,1600,0
2005,248,1630,0
2005,248,1700,0
2005,248,1730,0
2005,248,1800,0
2005,248,1830,0
2005,248,1900,0
2005,248,1930,0
2005,248,2000,0
2005,248,2030,0
2005,248,2100,0
2005,248,2130,0
2005,248,2200,0
2005,248,2230,0
2005,248,2300,0
2005,248,2330,0
2005,249,0,0
2005,249,30,0
2005,249,100,0
2005,249,130,0
2005,249,200,0
2005,249,230,0
2005,249,300,0
2005,249,330,0
2005,249,400,0
2005,249,430,0
2005,249,500,0
2005,249,530,0
2005,249,600,0
2005,249,630,0
2005,249,700,0
2005,249,730,0
2005,249,800,0
2005,249,830,0
2005,249,900,0
2005,249,930,1.6
2005,249,1000,0
2005,249,1030,0
2005,249,1100,0
2005,249,1130,0
2005,249,1200,0
2005,249,1230,0
2005,249,1300,0
2005,249,1330,0
2005,249,1400,0
2005,249,1430,0
2005,249,1500,0
2005,249,1530,0
2005,249,1600,0
2005,249,1630,0
2005,249,1700,0
2005,249,1730,0
2005,249,1800,0
2005,249,1830,0
2005,249,1900,0
2005,249,1930,0
2005,249,2000,0
2005,249,2030,0
2005,249,2100,0
2005,249,2130,0
2005,249,2200,0
2005,249,2230,0
2005,249,2300,0
2005,249,2330,0
2005,250,0,0
2005,250,30,0
2005,250,100,0
2005,250,130,0
2005,250,200,0
2005,250,230,0
2005,250,300,0
2005,250,330,0
2005,250,400,0
2005,250,430,0
2005,250,500,0
2005,250,530,0
2005,250,600,0
2005,250,630,0
2005,250,700,0
2005,250,730,0
2005,250,800,0
2005,250,830,0
2005,250,900,0
2005,250,930,0
2005,250,1000,0
2005,250,1030,0
2005,250,1100,0
2005,250,1130,0
2005,250,1200,0
2005,250,1230,0
2005,250,1300,0
2005,250,1330,0
2005,250,1400,0
2005,250,1430,0
2005,250,1500,0
2005,250,1530,0
2005,250,1600,0
2005,250,1630,0
2005,250,1700,0
2005,250,1730,0
2005,250,1800,0
2005,250,1830,0
2005,250,1900,0
2005,250,1930,0
2005,250,2000,0
2005,250,2030,0
2005,250,2100,0
2005,250,2130,0
2005,250,2200,0
2005,250,2230,0
2005,250,2300,0
2005,250,2330,0
2005,251,0,0
2005,251,30,0
2005,251,100,0
2005,251,130,0
2005,251,200,0
2005,251,230,0
2005,251,300,0
2005,251,330,0
2005,251,400,0
2005,251,430,0
2005,251,500,0
2005,251,530,0
2005,251,600,0
2005,251,630,0
2005,251,700,0
2005,251,730,0
2005,251,800,0
2005,251,830,0
2005,251,900,0
2005,251,930,0
2005,251,1000,0
2005,251,1030,0
2005,251,1100,0
2005,251,1130,4.7
2005,251,1200,4.7
2005,251,1230,0.3
2005,251,1300,0.4
2005,251,1330,0.3
2005,251,1400,0.4
2005,251,1430,0
2005,251,1500,1.1
2005,251,1530,1.6
2005,251,1600,1.1
2005,251,1630,0.6
2005,251,1700,1.5
2005,251,1730,0.5
2005,251,1800,0.7
2005,251,1830,0.7
2005,251,1900,0.6
2005,251,1930,0.6
2005,251,2000,0.4
2005,251,2030,0
2005,251,2100,0
2005,251,2130,0
2005,251,2200,0
2005,251,2230,0
2005,251,2300,0
2005,251,2330,0.1
2005,252,0,0
2005,252,30,0
2005,252,100,0
2005,252,130,0
2005,252,200,0
2005,252,230,0
2005,252,300,0
2005,252,330,0
2005,252,400,0
2005,252,430,0.1
2005,252,500,0.5
2005,252,530,0
2005,252,600,0
2005,252,630,0
2005,252,700,0
2005,252,730,0
2005,252,800,0.1
2005,252,830,0
2005,252,900,0
2005,252,930,0
2005,252,1000,0
2005,252,1030,0
2005,252,1100,0
2005,252,1130,0
2005,252,1200,0
2005,252,1230,0
2005,252,1300,0
2005,252,1330,0
2005,252,1400,0
2005,252,1430,0
2005,252,1500,0
2005,252,1530,0
2005,252,1600,0
2005,252,1630,0
2005,252,1700,0
2005,252,1730,0
2005,252,1800,0
2005,252,1830,0
2005,252,1900,0
2005,252,1930,0
2005,252,2000,0
2005,252,2030,0
2005,252,2100,0
2005,252,2130,0
2005,252,2200,0
2005,252,2230,0
2005,252,2300,0
2005,252,2330,0
2005,253,0,0
2005,253,30,0
2005,253,100,0
2005,253,130,0
2005,253,200,0
2005,253,230,0
2005,253,300,0
2005,253,330,0
2005,253,400,0
2005,253,430,0
2005,253,500,0
2005,253,530,0
2005,253,600,0
2005,253,630,0
2005,253,700,0
2005,253,730,0
2005,253,800,0
2005,253,830,0
2005,253,900,0
2005,253,930,0
2005,253,1000,0
2005,253,1030,0
2005,253,1100,0
2005,253,1130,0
2005,253,1200,0
2005,253,1230,0
2005,253,1300,0
2005,253,1330,0
2005,253,1400,0
2005,253,1430,0
2005,253,1500,0
2005,253,1530,0
2005,253,1600,0
2005,253,1630,0
2005,253,1700,0
2005,253,1730,0
2005,253,1800,0
2005,253,1830,0
2005,253,1900,0
2005,253,1930,0
2005,253,2000,0
2005,253,2030,0
2005,253,2100,0
2005,253,2130,0
2005,253,2200,0
2005,253,2230,0
2005,253,2300,0
2005,253,2330,0
2005,254,0,0
2005,254,30,0
2005,254,100,0
2005,254,130,0
2005,254,200,0
2005,254,230,0
2005,254,300,0
2005,254,330,0
2005,254,400,0
2005,254,430,0
2005,254,500,0
2005,254,530,0
2005,254,600,0
2005,254,630,0
2005,254,700,0
2005,254,730,0
2005,254,800,0
2005,254,830,0
2005,254,900,0
2005,254,930,0
2005,254,1000,0
2005,254,1030,0
2005,254,1100,0
2005,254,1130,0
2005,254,1200,0
2005,254,1230,0
2005,254,1300,0
2005,254,1330,0
2005,254,1400,0
2005,254,1430,0
2005,254,1500,0
2005,254,1530,0
2005,254,1600,0
2005,254,1630,0
2005,254,1700,0
2005,254,1730,0
2005,254,1800,0
2005,254,1830,0
2005,254,1900,0
2005,254,1930,0
2005,254,2000,0
2005,254,2030,0
2005,254,2100,0
2005,254,2130,0
2005,254,2200,0
2005,254,2230,0
2005,254,2300,0
2005,254,2330,0
2005,255,0,0
2005,255,30,0
2005,255,100,0
2005,255,130,0
2005,255,200,0
2005,255,230,0
2005,255,300,0
2005,255,330,0
2005,255,400,0
2005,255,430,0
2005,255,500,0
2005,255,530,0
2005,255,600,0
2005,255,630,0
2005,255,700,0
2005,255,730,0
2005,255,800,0
2005,255,830,0
2005,255,900,0
2005,255,930,0
2005,255,1000,0
2005,255,1030,0
2005,255,1100,0
2005,255,1130,0
2005,255,1200,0
2005,255,1230,0
2005,255,1300,0
2005,255,1330,0
2005,255,1400,0
2005,255,1430,0
2005,255,1500,0
2005,255,1530,0
2005,255,1600,0
2005,255,1630,0
2005,255,1700,0
2005,255,1730,0
2005,255,1800,0
2005,255,1830,0
2005,255,1900,0
2005,255,1930,0
2005,255,2000,0
2005,255,2030,0
2005,255,2100,0
2005,255,2130,0
2005,255,2200,0
2005,255,2230,0
2005,255,2300,0
2005,255,2330,0
2005,256,0,0
2005,256,30,0
2005,256,100,0
2005,256,130,0
2005,256,200,0
2005,256,230,0
2005,256,300,0
2005,256,330,0
2005,256,400,0
2005,256,430,0
2005,256,500,0
2005,256,530,0
2005,256,600,0
2005,256,630,0
2005,256,700,0
2005,256,730,0
2005,256,800,0
2005,256,830,0
2005,256,900,0
2005,256,930,0
2005,256,1000,0
2005,256,1030,0
2005,256,1100,0
2005,256,1130,0
2005,256,1200,0
2005,256,1230,0
2005,256,1300,0
2005,256,1330,0
2005,256,1400,0
2005,256,1430,0
2005,256,1500,0
2005,256,1530,0
2005,256,1600,0
2005,256,1630,0
2005,256,1700,0
2005,256,1730,0
2005,256,1800,0
2005,256,1830,0
2005,256,1900,0
2005,256,1930,0
2005,256,2000,0
2005,256,2030,0
2005,256,2100,0
2005,256,2130,0
2005,256,2200,0
2005,256,2230,0
2005,256,2300,0
2005,256,2330,0
2005,257,0,0
2005,257,30,0
2005,257,100,0
2005,257,130,0
2005,257,200,0
2005,257,230,0
2005,257,300,0
2005,257,330,0
2005,257,400,0
2005,257,430,0
2005,257,500,0
2005,257,530,0
2005,257,600,0
2005,257,630,0
2005,257,700,0
2005,257,730,0
2005,257,800,0
2005,257,830,0
2005,257,900,0
2005,257,930,0
2005,257,1000,0
2005,257,1030,0
2005,257,1100,0
2005,257,1130,0
2005,257,1200,0
2005,257,1230,0
2005,257,1300,0
2005,257,1330,0
2005,257,1400,0
2005,257,1430,0
2005,257,1500,0
2005,257,1530,0
2005,257,1600,0
2005,257,1630,0
2005,257,1700,0
2005,257,1730,0
2005,257,1800,0
2005,257,1830,0
2005,257,1900,0
2005,257,1930,0
2005,257,2000,0
2005,257,2030,0
2005,257,2100,0
2005,257,2130,0
2005,257,2200,0
2005,257,2230,0
2005,257,2300,0
2005,257,2330,0
2005,258,0,0
2005,258,30,0
2005,258,100,0
2005,258,130,0
2005,258,200,0
2005,258,230,0
2005,258,300,0
2005,258,330,0
2005,258,400,0
2005,258,430,0
2005,258,500,0
2005,258,530,0
2005,258,600,0
2005,258,630,0
2005,258,700,0
2005,258,730,0
2005,258,800,0
2005,258,830,0
2005,258,900,0
2005,258,930,0
2005,258,1000,0
2005,258,1030,0
2005,258,1100,0
2005,258,1130,0
